,t,fronters_count,fit
0,1.96,,6.8894372024556105
1,2.0,,6.886544990890602
2,2.04,,6.8835956503761135
3,2.08,,6.8805892582848305
4,2.12,,6.877525893462316
5,2.16,,6.8744056362235675
6,2.2,,6.871228568349508
7,2.24,,6.867994773083414
8,2.28,,6.864704335127275
9,2.32,,6.861357340638106
10,2.36,,6.8579538772241815
11,2.4,,6.85449403394121
12,2.44,,6.850977901288459
13,2.48,,6.847405571204806
14,2.52,,6.843777137064732
15,2.56,,6.840092693674249
16,2.6,,6.83635233726678
17,2.64,,6.832556165498968
18,2.68,,6.828704277446425
19,2.72,,6.824796773599418
20,2.76,,6.820833755858512
21,2.8,,6.8168153275301275
22,2.84,,6.812741593322066
23,2.88,,6.8086126593389515
24,2.92,,6.804428633077631
25,2.96,,6.800189623422511
26,3.0,,6.795895740640834
27,3.04,,6.791547096377894
28,3.08,,6.787143803652205
29,3.12,,6.782685976850608
30,3.16,,6.778173731723314
31,3.2,,6.773607185378889
32,3.24,,6.768986456279208
33,3.28,,6.764311664234317
34,3.32,,6.759582930397261
35,3.36,,6.7548003772588565
36,3.4,,6.749964128642398
37,3.44,,6.745074309698319
38,3.48,,6.740131046898796
39,3.52,,6.735134468032294
40,3.56,,6.7300847021980665
41,3.6,,6.724981879800593
42,3.64,,6.719826132543972
43,3.68,,6.714617593426254
44,3.72,,6.709356396733725
45,3.76,,6.704042678035137
46,3.8,,6.698676574175892
47,3.84,,6.693258223272162
48,3.88,,6.687787764704975
49,3.92,6.86,6.682265339114235
50,3.96,6.86,6.676691088392696
51,4.0,6.86,6.671065155679898
52,4.04,6.855,6.665387685356032
53,4.08,6.85,6.659658823035768
54,4.12,6.85,6.6538787155620405
55,4.16,6.85,6.648047510999772
56,4.2,6.85,6.642165358629553
57,4.24,6.85,6.636232408941279
58,4.28,6.85,6.6302488136277375
59,4.32,6.85,6.624214725578138
60,4.36,6.85,6.618130298871618
61,4.4,6.85,6.611995688770673
62,4.44,6.85,6.605811051714573
63,4.48,6.85,6.599576545312706
64,4.52,6.85,6.593292328337888
65,4.56,6.85,6.586958560719635
66,4.6,6.85,6.580575403537377
67,4.64,6.85,6.574143019013636
68,4.68,6.85,6.567661570507159
69,4.72,6.85,6.561131222506015
70,4.76,6.85,6.554552140620627
71,4.8,6.85,6.547924491576794
72,4.84,6.855,6.541248443208646
73,4.88,6.85,6.534524164451565
74,4.92,6.84,6.527751825335066
75,4.96,6.845,6.520931596975645
76,5.0,6.85,6.5140636515695665
77,5.04,6.85,6.507148162385635
78,5.08,6.855,6.500185303757911
79,5.12,6.86,6.493175251078396
80,5.16,6.865,6.486118180789669
81,5.2,6.87,6.479014270377499
82,5.24,6.875,6.471863698363418
83,5.28,6.88,6.464666644297235
84,5.32,6.88,6.457423288749551
85,5.36,6.875,6.450133813304198
86,5.4,6.88,6.442798400550677
87,5.44,6.885,6.435417234076532
88,5.48,6.88,6.42799049845971
89,5.52,6.88,6.420518379260876
90,5.56,6.875,6.4130010630156935
91,5.6,6.87,6.405438737227078
92,5.64,6.87,6.397831590357413
93,5.68,6.87,6.390179811820728
94,5.72,6.865,6.3824835919748555
95,5.76,6.86,6.374743122113555
96,5.8,6.855,6.366958594458586
97,5.84,6.855,6.359130202151784
98,5.88,6.855,6.351258139247072
99,5.92,6.855,6.343342600702465
100,5.96,6.845,6.335383782372041
101,6.0,6.84,6.3273818809978675
102,6.04,6.84,6.319337094201924
103,6.08,6.84,6.311249620477973
104,6.12,6.835,6.303119659183425
105,6.16,6.825,6.2949474105311545
106,6.2,6.815,6.286733075581308
107,6.24,6.81,6.278476856233073
108,6.28,6.8,6.27017895521643
109,6.32,6.78,6.261839576083869
110,6.36,6.775,6.253458923202096
111,6.4,6.76,6.245037201743703
112,6.44,6.755,6.23657461767881
113,6.48,6.745,6.228071377766703
114,6.52,6.74,6.219527689547435
115,6.56,6.735,6.210943761333398
116,6.6,6.73,6.202319802200892
117,6.64,6.725,6.1936560219816545
118,6.68,6.715,6.184952631254385
119,6.72,6.705,6.1762098413362345
120,6.76,6.705,6.167427864274282
121,6.8,6.7,6.158606912836991
122,6.84,6.695,6.149747200505649
123,6.88,6.695,6.140848941465782
124,6.92,6.705,6.131912350598556
125,6.96,6.7,6.122937643472161
126,7.0,6.69,6.1139250363331765
127,7.04,6.685,6.104874746097915
128,7.08,6.675,6.095786990343758
129,7.12,6.67,6.0866619873004755
130,7.16,6.66,6.077499955841521
131,7.2,6.655,6.0683011154753235
132,7.24,6.65,6.059065686336558
133,7.28,6.635,6.049793889177401
134,7.32,6.635,6.04048594535878
135,7.36,6.635,6.031142076841604
136,7.4,6.63,6.0217625061779785
137,7.44,6.625,6.012347456502425
138,7.48,6.63,6.002897151523069
139,7.52,6.63,5.9934118155128235
140,7.56,6.635,5.9838916733005725
141,7.6,6.64,5.97433695026233
142,7.64,6.64,5.964747872312401
143,7.68,6.64,5.955124665894521
144,7.72,6.645,5.945467557973002
145,7.76,6.635,5.935776776023857
146,7.8,6.64,5.926052548025931
147,7.84,6.64,5.916295102452004
148,7.88,6.64,5.906504668259913
149,7.92,6.64,5.896681474883648
150,7.96,6.64,5.88682575222445
151,8.0,6.645,5.876937730641908
152,8.04,6.64,5.867017640945038
153,8.08,6.635,5.8570657143833795
154,8.12,6.63,5.8470821826380615
155,8.16,6.635,5.8370672778128885
156,8.2,6.64,5.827021232425411
157,8.24,6.64,5.816944279397999
158,8.28,6.645,5.80683665204891
159,8.32,6.66,5.796698584083357
160,8.36,6.66,5.786530309584579
161,8.4,6.665,5.776332063004906
162,8.44,6.665,5.766104079156829
163,8.48,6.665,5.755846593204065
164,8.52,6.665,5.745559840652632
165,8.56,6.655,5.735244057341907
166,8.6,6.65,5.724899479435715
167,8.64,6.645,5.714526343413391
168,8.68,6.63,5.704124886060869
169,8.72,6.63,5.693695344461753
170,8.76,6.605,5.683237955988407
171,8.8,6.595,5.672752958293046
172,8.84,6.585,5.662240589298831
173,8.88,6.585,5.651701087190959
174,8.92,6.575,5.641134690407791
175,8.96,6.555,5.630541637631929
176,9.0,6.55,5.61992216778137
177,9.04,6.545,5.609276520000606
178,9.08,6.54,5.598604933651767
179,9.12,6.535,5.587907648305762
180,9.16,6.535,5.5771849037334285
181,9.2,6.525,5.566436939896681
182,9.24,6.515,5.555663996939691
183,9.28,6.52,5.544866315180059
184,9.32,6.51,5.5340441351
185,9.36,6.5,5.523197697337546
186,9.4,6.495,5.512327242677747
187,9.44,6.48,5.501433012043906
188,9.48,6.475,5.490515246488792
189,9.52,6.47,5.479574187185907
190,9.56,6.46,5.468610075420724
191,9.6,6.45,5.457623152581972
192,9.64,6.44,5.446613660152918
193,9.68,6.435,5.43558183970266
194,9.72,6.425,5.424527932877449
195,9.76,6.435,5.413452181392017
196,9.8,6.425,5.402354827020909
197,9.84,6.405,5.391236111589867
198,9.88,6.395,5.38009627696718
199,9.92,6.375,5.368935565055095
200,9.96,6.375,5.357754217781224
201,10.0,6.36,5.346552477089968
202,10.04,6.355,5.335330584933963
203,10.08,6.35,5.324088783265552
204,10.12,6.35,5.312827314028256
205,10.16,6.33,5.301546419148284
206,10.2,6.315,5.290246340526059
207,10.24,6.305,5.278927320027748
208,10.28,6.29,5.267589599476832
209,10.32,6.27,5.256233420645691
210,10.36,6.25,5.244859025247202
211,10.4,6.235,5.233466654926367
212,10.44,6.215,5.2220565512519705
213,10.48,6.205,5.210628955708231
214,10.52,6.185,5.199184109686508
215,10.56,6.18,5.187722254477018
216,10.6,6.16,5.176243631260569
217,10.64,6.145,5.164748481100325
218,10.68,6.145,5.153237044933599
219,10.72,6.135,5.1417095635636585
220,10.76,6.14,5.130166277651568
221,10.8,6.135,5.118607427708056
222,10.84,6.125,5.107033254085394
223,10.88,6.11,5.095443996969319
224,10.92,6.105,5.083839896370973
225,10.96,6.105,5.0722211921188745
226,11.0,6.09,5.060588123850911
227,11.04,6.075,5.048940931006362
228,11.08,6.065,5.037279852817951
229,11.12,6.055,5.025605128303935
230,11.16,6.04,5.013916996260194
231,11.2,6.035,5.002215695252389
232,11.24,6.025,4.990501463608108
233,11.28,6.01,4.978774539409084
234,11.32,6.0,4.967035160483405
235,11.36,5.99,4.955283564397783
236,11.4,5.975,4.943519988449831
237,11.44,5.97,4.9317446696603895
238,11.48,5.955,4.91995784476587
239,11.52,5.93,4.90815975021065
240,11.56,5.92,4.896350622139471
241,11.6,5.905,4.88453069638989
242,11.64,5.885,4.872700208484767
243,11.68,5.865,4.860859393624766
244,11.72,5.84,4.849008486680903
245,11.76,5.815,4.837147722187131
246,11.8,5.795,4.825277334332938
247,11.84,5.79,4.813397556956014
248,11.88,5.77,4.801508623534916
249,11.92,5.76,4.78961076718179
250,11.96,5.725,4.777704220635121
251,12.0,5.71,4.765789216252527
252,12.04,5.69,4.753865986003568
253,12.08,5.665,4.741934761462613
254,12.12,5.64,4.729995773801736
255,12.16,5.62,4.71804925378364
256,12.2,5.6,4.706095431754628
257,12.24,5.58,4.6941345376376145
258,12.28,5.56,4.6821668009251525
259,12.32,5.55,4.670192450672529
260,12.36,5.53,4.658211715490875
261,12.4,5.51,4.6462248235403205
262,12.44,5.495,4.634232002523193
263,12.48,5.465,4.622233479677243
264,12.52,5.445,4.610229481768929
265,12.56,5.42,4.5982202350867105
266,12.6,5.405,4.5862059654344165
267,12.64,5.39,4.574186898124619
268,12.68,5.37,4.5621632579720774
269,12.72,5.35,4.550135269287194
270,12.76,5.32,4.538103155869539
271,12.8,5.295,4.526067141001391
272,12.84,5.27,4.514027447441329
273,12.88,5.245,4.50198429741787
274,12.92,5.215,4.489937912623141
275,12.96,5.19,4.477888514206594
276,13.0,5.17,4.465836322768759
277,13.04,5.15,4.453781558355054
278,13.08,5.125,4.44172444044961
279,13.12,5.09,4.429665187969169
280,13.16,5.06,4.417604019257002
281,13.2,5.025,4.40554115207688
282,13.24,4.985,4.393476803607083
283,13.28,4.95,4.3814111904344575
284,13.32,4.91,4.3693445285485115
285,13.36,4.875,4.35727703333556
286,13.4,4.84,4.3452089195729044
287,13.44,4.805,4.333140401423066
288,13.48,4.77,4.321071692428051
289,13.52,4.74,4.309003005503682
290,13.56,4.7,4.296934552933941
291,13.6,4.66,4.284866546365391
292,13.64,4.63,4.272799196801618
293,13.68,4.595,4.260732714597724
294,13.72,4.57,4.248667309454877
295,13.76,4.54,4.236603190414886
296,13.8,4.51,4.224540565854839
297,13.84,4.475,4.212479643481774
298,13.88,4.445,4.200420630327405
299,13.92,4.415,4.188363732742884
300,13.96,4.395,4.176309156393623
301,14.0,4.355,4.164257106254145
302,14.04,4.325,4.1522077866029905
303,14.08,4.3,4.140161401017673
